"module_name","Calendar Type","Credits"
"EAS1022 Understanding China 2","Spring Semester","20"
"EAS1023 Chinese Language 1A","Autumn Semester","20"
"EAS1024 Chinese Language 1B","Autumn Semester","10"
"EAS1025 Chinese Language 2A","Spring Semester","20"
"EAS1026 Chinese Language 2B","Spring Semester","10"
"EAS1032 Understanding Japan 2","Spring Semester","20"
"EAS1033 Japanese Language 1A","Autumn Semester","20"
"EAS1034 Japanese Language 1B","Autumn Semester","10"
"CDH616 Paediatric Dentistry Dissertation","Graduate Year","60"
"CDH617 Paediatric Dentistry Clinical Practice","Academic year","0"
"DEN11001 The Human Body","Autumn Semester","0"
"DEN123 Introduction to The Human Body","Autumn Semester","55"
"DEN124 The Head and Oral Cavity in Health and Disease","Academic year","65"
"DEN21001 Growth, Development, Ageing and Nutrition","Dentistry 3","0"
"DEN21004 Basic Oral and Dental Care Part 3","Dentistry 3","0"
"DEN21006 Intermediate Oral Health Sciences and Clinical Practice Part I","Dentistry 3","0"
"DEN223 Nutrition, Disease and Materials","Academic year","120"
"DEN31005 Intermediate Oral and Dental Care Part 3","Dentistry 3","0"
"DEN31011 Dental Surgery Part 4","Dentistry 3","0"
"DEN31014 Principles of Bio-dental Science Research","Autumn Semester","30"
"DEN31015 Tissue Engineering and Regenerative Dentistry","Spring Semester","15"
"DEN329 Bio-dental Science Research Methods","Autumn Semester","15"
"DEN330 Research-informed placement","Academic year","60"
"DEN601 Research Methods in Clinical Dentistry","Autumn Semester","15"
"DEN602 Principles of Clinical Management","Autumn Semester","15"
"DEN604 Dental Materials Science","Autumn Semester","15"
"DEN606 Research Project","Graduate Year","60"
"EDU104 Education, Power and Society: Introduction to the Sociology of Education","Autumn Semester","20"
"EDU105 Critical Curriculum Study","Autumn Semester","20"
"EDU107 Child Psychology","Spring Semester","20"
"EDU108 Social and Historical Constructions of Childhood","Autumn Semester","20"
"EDU110 The Digital University","Spring Semester","20"
"EDU111 Making Sense of Education: Facts, Fiction and Data","Spring Semester","20"
"EDU202 Understanding Education: Research and Researching","Academic year","20"
"EDU203 Research Project in Education, Culture and Childhood","Academic year","20"
"EDU204 Employability Skills Development","Spring Semester","20"
"EDU205 Children and Digital Cultures","Spring Semester","20"
"EDU206 Psychology and Learning Communities","Autumn Semester","20"
"AER223 Introduction to Electronic Circuits","Spring Semester","10"
"EEE112 Engineering Applications of Mathematics","Academic year","10"
"EEE117 Electrical Circuits and Networks","Academic year","20"
"EEE118 Electronic Devices and Circuits","Academic year","20"
"EEE119 Digital System Engineering","Academic year","20"
"EEE123 Introduction to Electric and Electronic Circuits","Academic year","20"
"EEE124 Introduction to Energy","Spring Semester","10"
"EEE125 Programming","Academic year","10"
"EEE126 General Skills","Academic year","10"
"EEE127 Algorithms and Data Structures","Spring Semester","10"
"EEE163 System Design Analysis","Academic year","10"
"APS231 Ecosystems in a Changing Global Environment","Autumn Semester","10"
"APS233 Genomics and Wildlife Forensics","Spring Semester","10"
"APS234 Molecular Evolutionary Genetics","Spring Semester","10"
"APS235 Biology Undergraduate Ambassadors Scheme","Spring Semester","10"
"APS240 Data Analysis","Autumn Semester","10"
"APS246 Plant Habitat and Distribution","Autumn Semester","10"
"APS251 Year Abroad","Academic year","120"
"APS269 Palaeobiology","Spring Semester","10"
"APS271 Conservation Principles","Autumn Semester","10"
"APS272 Animal Diversity","Autumn Semester","20"
"APS276 Symbiosis","Spring Semester","10"
"APS277 Careers for Biologists","Academic year","10"
"APS282 Talking the Talk: Getting science on Film","Spring Semester","10"
"APS283 Population and Community Ecology 2","Spring Semester","10"
"APS31005 Biological Laboratory Research","Autumn Semester","20"
"APS31006 Human Planet","Spring Semester","10"
"APS313 Global Change","Spring Semester","10"
"APS321 Trends in Biology","Autumn Semester","10"
"APS325 Life in Extreme Environments","Spring Semester","10"
"APS326 Biology and Ethics","Spring Semester","10"
"APS331 Dissertation","Autumn Semester","20"
"APS332 Issues in Environmental Science","Spring Semester","10"
"APS336 Animal Ecology and Behaviour Field Course","Autumn Semester","10"
"COM3009 Robotics","Spring Semester","20"
"COM31006 Computer Vision","Autumn Semester","10"
"COM31007 Software Development for Mobile Devices","Autumn Semester","10"
"COM3110 Text Processing","Autumn Semester","10"
"COM3190 Theory of Distributed Systems","Spring Semester","10"
"COM3240 Adaptive Intelligence","Spring Semester","10"
"COM3420 Software Hut","Spring Semester","20"
"COM3500 Individual Research Project","Academic year","30"
"COM3501 Computer Security and Forensics","Spring Semester","10"
"COM3502 Speech Processing","Autumn Semester","10"
"COM3503 3D Computer Graphics","Autumn Semester","10"
"COM3504 The Intelligent Web","Spring Semester","10"
"COM3505 The Internet of Things","Spring Semester","10"
"COM3523 Software Reengineering","Spring Semester","10"
"COM3524 Bioinspired Computing","Autumn Semester","10"
"COM3527 Cyber Security Team Project","Autumn Semester","10"
"COM3528 Cognitive and Biomimetic Robotics","Spring Semester","10"
"COM3529 Software Testing and Analysis","Spring Semester","10"
"COM3610 Dissertation Project","Academic year","40"
"COM390 Year in Industry","Academic year","120"
"COM4115 Text Processing","Autumn Semester","15"
"CIV312 Advanced Structural Analysis","Autumn Semester","10"
"CIV3201 Integrated Design Project - Concept Design Stage","Spring Semester","20"
"CIV3202 Individual Project","Spring Semester","30"
"CIV3203 Integrated Design Project - Detailed Design Stage","Spring Semester","30"
"CIV3204 Integrated Design Project - International Report and Individual Portfolio","Spring Semester","10"
"CIV3207 Integrated Design Project: Part 2 for Architectural Engineering","Spring Semester","30"
"CIV321 Advanced Structural Design and Appraisal","Autumn Semester","10"
"CIV331 Open Channel Hydraulics","Spring Semester","10"
"CIV337 Urban Drainage Engineering","Autumn Semester","10"
"CIV350 Geotechnical Design","Autumn Semester","10"
"CIV351 Geotechnical Engineering","Autumn Semester","10"
"CIV377 Construction Project Management","Spring Semester","10"
"CIV386 Civil Engineering Research Skills","Autumn Semester","10"
"CIV387 Civil Engineering Research Skills","Autumn Semester","10"
"CIV390 Study Year in Europe","Academic year","100"
"CIV392 Study Abroad Year","Academic year","120"
"CIV395 Year in Industry","Academic year","120"
"CIV4000 Individual Research Project","Spring Semester","30"
"CIV4004 European-Based Individual Research Study","Spring Semester","30"
"CIV4008 Individual Research Project for Architectural Engineering","Spring Semester","30"
"ELT5311 English Language and Culture (News Media)","Autumn Semester","10"
"ELT5312 Understanding University Culture through Language","Autumn Semester","10"
"ELT5312 Understanding University Culture through Language","Spring Semester","10"
"ELT5321 English Language and Culture (Film)","Spring Semester","10"
"ELT5331 English Language and Culture (Technology)","Spring Semester","10"
"ELT5401 English for Academic Purposes (Reading and Writing)","Autumn Semester","10"
"ELT5402 English for Academic Purposes (Reading and Writing)","Spring Semester","10"
"ELT5411 English for Academic Purposes (Speaking and Listening)","Autumn Semester","10"
"ELT5412 English for Academic Purposes (Speaking and Listening)","Spring Semester","10"
"ELT5501 TEFL Practical","Autumn Semester","10"
"ELT5602 English as a Foreign Language (Upper-Intermediate 2)","Spring Semester","20"
"ELT5610 English as a Foreign Language","Spring Semester","20"
"ELT5611 English as a Foreign Language Skills","Spring Semester","20"
"ELT5612 English as a Foreign Language Skills","Autumn Semester","20"
"ELT5612 English as a Foreign Language Skills","Spring Semester","20"
"ELT5621 English as a Foreign Language (Advanced 2)","Spring Semester","20"
"ELT5622 English as a Foreign Language (Proficiency 2)","Spring Semester","20"
"ELT6001 Technical Communication for Mechanical Engineers","Academic year","5"
"ELT6050 Thesis Writing: Principles and Practice","Autumn Semester","5"
"ELL110 Varieties of English","Autumn Semester","20"
"ELL112 The Sounds of English","Autumn Semester","10"
"ELL113 The Structures of English","Autumn Semester","10"
"ELL114 History of English","Spring Semester","20"
"ELL118 Early Englishes","Autumn Semester","20"
"ELL120 Linguistic Theory","Spring Semester","20"
"ELL207 Phonetics","Autumn Semester","20"
"ELL217 Sociolinguistics","Spring Semester","20"
"ELL221 Syntax","Autumn Semester","20"
"ELL226 First Language Acquisition","Spring Semester","20"
"ELL228 Language and Cognition","Autumn Semester","20"
"ELL232 Phonology","Spring Semester","20"
"ELL234 A Sense of Place: Local and Regional Identity","Spring Semester","20"
"ELL239 Big Data:Language & Digital Corpra","Autumn Semester","20"
"ELL240 Historical Linguistics","Autumn Semester","20"
"ELL344 Language and Gender","Autumn Semester","20"
"ACE01002 Culture, Language, and Meaning","Academic year","20"
"ACE0340 Academic Literacy and Communication Skills","Academic year","20"
"ACE0343 Foundations of Psychology","Academic year","20"
"ACE0344 Foundations of Sociology","Academic year","20"
"ACE0345 Maths and Statistics","Academic year","20"
"ACE0346 Foundations of History","Academic year","20"
"ACE0347 Foundations of Geography","Academic year","20"
"ACE0348 Foundations of English","Academic year","20"
"ACE0349 Extended Project (ACE)","Academic year","20"
"ACE0349 Extended Project (ACE)","Spring Semester","20"
"ACE0349A Extended Project (AAPU99/199)","Academic year","20"
"ACE0349A Extended Project (AAP)","Spring Semester","20"
"ACE0349B Extended Project (BMS)","Spring Semester","20"
"ACE0349C Extended Project (APS)","Spring Semester","20"
"ACE0349D Extended Project (LSC)","Spring Semester","20"
"BMS356 Biomedical Technology and Drug Development","Autumn Semester","10"
"BMS376 Membrane Dynamics in Health and Disease","Autumn Semester","10"
"BMS379 Cancer Biology","Spring Semester","10"
"BMS381 Neurodevelopment and Behaviour","Autumn Semester","10"
"BMS382 Stem Cell Biology","Spring Semester","10"
"BMS397 Laboratory Research Project","Autumn Semester","40"
"BMS401 Retrieval and Evaluation of Research Information","Autumn Semester","30"
"BMS403 Critical Analysis of Current Science","Academic year","15"
"BMS6003 Critical Evaluation of Biomedical Research","Graduate Year","20"
"BMS6004 Research Training: Thesis Proposal","Graduate Year","10"
"BMS6008 Advanced Techniques in Bioscience","Academic year","60"
"BMS6009 Students and the Learning Environment","Autumn Semester","15"
"BMS6011 The Biotech and Pharmaceutical Industry","Autumn Semester","15"
"BMS6012 3D Tissue Culture and Genome Editing","Autumn Semester","15"
"BMS6013 Small Molecule and Functional Genomic Screening","Spring Semester","15"
"BMS6014 Genomic Approaches to Drug Discovery","Spring Semester","15"
"BMS6015 Action Research Project: Scholarship in Learning and Teaching","Academic year","60"
"EGH11001 Climate Crisis: Culture, Politics, Science","Spring Semester","20"
"EGH115 Theatre 1: Staging Texts","Spring Semester","20"
"EGH202 The History of Persuasion","Autumn Semester","20"
"EGH207 Writing the Real","Spring Semester","20"
"EGH21001 Literature and Critical Thought (b)","Autumn Semester","20"
"EGH21002 Literature and Critical Thought (a)","Academic year","40"
"EGH21003 Romanticism to Modernism (b)","Autumn Semester","20"
"EGH21004 Romanticism to Modernism (a)","Academic year","40"
"EGH21005 Crime Writing: from the fin de siècle to the Golden Age","Spring Semester","20"
"EGH21006 Sex and Decadence in Restoration Theatre","Spring Semester","20"
"EGH21008 Victorian Women Poets: Stressing Sex","Autumn Semester","20"
"EGH21009 Queer and Now: Contemporary Queer Texts","Spring Semester","20"
"EGH302 Dissertation","Spring Semester","20"
"EGH303 Research Practice","Autumn Semester","20"
"CHM4020 Pharmacology, Medicinal Chemistry and Drug Design","Autumn Semester","15"
"CHM4021 Topics in Advanced Chemistry 1","Academic year","30"
"CHM4022 Topics in Advanced Chemistry 2","Academic year","30"
"CHM4023 Topics in Advanced Chemistry 3","Academic year","30"
"CHM4024 Topics in Advanced Chemistry 4","Academic year","30"
"CHM4026 Advanced Topics in Chemical Physics 1","Academic year","20"
"CHM4027 Advanced Topics in Chemical Physics 2","Academic year","20"
"CHM4028 Advanced Topics in Biological and Medicinal Chemistry","Academic year","45"
"CHM4029 Advanced Topics in Chemical Physics 3","Academic year","20"
"CHM4030 Advanced Topics in Chemical Physics 4","Academic year","20"
"CHM4401 Chemistry Research Project","Academic year","60"
"CHM6021 Advanced Chemistry Topics 1","Academic year","40"
"CHM6022 Advanced Chemistry Topics 2","Academic year","40"
"CHM6031 Advanced Chemistry Topics 1","Academic year","30"
"CHM6032 Advanced Chemistry Topics 2","Academic year","30"
"CHM61013 Medicinal Chemistry and Drug Synthesis","Spring Semester","15"
"CHM61014 Drug Discovery Research Project","Graduate Year","60"
"CHM61016 Chemistry with Study Abroad","Academic year","120"
"CHM61017 Drug Design, Pharmacology & Medicinal Chemistry","Academic year","30"
"CHM61017 Drug Design, Pharmacology & Medicinal Chemistry","Autumn Semester","30"
"CHM6105 Transferable Skills for Chemists 2","Graduate Year","10"
"CHM6106 Fundamental Polymer Chemistry","Autumn Semester","15"
"ARC6741 Critical Spatial Writing","Spring Semester","15"
"ARC6780 Building Environmental Simulation and Analysis","Autumn Semester","15"
